M	CHARACTER	DIALOGUE
F	CAROLINE	Nanotherapy, beta version: Tuesday, March 10, 2011. Female Test subject Number four. Franklin reaches for us, smiles...
M	FRANKLIN	Here we go, Bright eyes. A MIST fogs our view for a moment.
F	CAROLINE	Not too much. She needs to be calm, but alert.
M	VOICE THROUGH INTERCOM	Go ahead - send her through. A LOUD HUM and we start moving, sliding into a tunnel a The focus in his eyes belies the casual dress.
M	WILL	Start the scan. A TECHIE sits at a computer screen beside Will.
M	TECHIE	Scanning.
M	DONNIE	Stuff looks like Kool-aid.
F	CAROLINE	Go ahead, I'm sure you could use it. Starting the therapy...
M	FRANKLIN	She's convulsing. Caroline sticks a stethoscope in the tube, listens to Bright Please keep the monkey still. He focuses back on the monitor.
M	CAROLINE (INTERCOM)	She's not a monkey. Will looks from the monitor to Caroline. His look is
M	CAROLINE (INTERCOM) (CONT'D)	She's an ape. Chimpanzees, gorillas and orangutans, they're all apes.
M	WILL	Good to know. Just keep it from moving. She's stung, wonders, why does he have to be such a jerk He's oblivious to this, instead intent on getting the scan
M	TECHIE	Here we go. Will stares at the scan, his eyes willing the test to Will fights a CONTRACTION OF EXTREME EMOTION that passes
M	WILL	We're on our way. Good work.
F	CAROLINE	What is this? Caroline holds up a picture of a tree for Bright Eyes, who Bright Eyes presses a button.
M	ELECTRONIC VOICE	Tree. Caroline holds up a picture of an acorn.
F	CAROLINE	And this? The chimp presses another button.
M	ELECTRONIC VOICE	Acorn.
F	CAROLINE	Where does the acorn come from? Bright Eyes considers... then presses a button.
M	ELECTRONIC VOICE	Acorn.
F	CAROLINE	Yes, but where does the acorn come from?
M	ELECTRONIC VOICE	Acorn. Bright Eyes interrupts, now pressing three buttons.
M	ELECTRONIC VOICE	Acorn. Tree. Acorn. The chimp looks at Caroline, who's stunned, trying to process
M	ELECTRONIC VOICE (CONT'D)	Surprise. The unnatural voice - paired with Bright Eyes' eerily human-
F	CAROLINE	We started the therapy four weeks ago. This was yesterday. Will's studying the scans. They look good. Real good.
M	CAROLINE (CONT'D)	There's been clear cell growth. Both on the frontal lobe and the neocortex. She's purposely standing close in order to point this out.
M	WILL	I see that. But I don't understand the primate behavioral norms. She knows an acorn's a seed. Wouldn't any monkey know that?
F	CAROLINE	No - it's conceptual. Acorn gives us a tree, which gives us an acorn.
M	WILL	Abstract thought...
F	CAROLINE	In a chimpanzee. Unheard of. Will turns the possibilities over in his mind. Caroline
M	CAROLINE (CONT'D)	You're calling her a monkey just to piss me off, aren't you?
M	WILL	Start the other's on the 112. And double this one's dose. He pulls away from the BIO LAB, which is tucked in a corner Will enters, his posture almost visually changing with the
M	WILL	Hey Dad. Walter looks up, whispers...
M	WALTER	John... is that you?
M	WILL	It's me. Will.
M	WALTER	As thou dost, Anthony. .he hears no music. No music...
M	VOICE	He's been doing that all day. A Home Aide enters, grabs her coat. This is IRENA.
F	IRENA	He found an old book of his. She pulls a worn paperback of Julius Caesar from Walter's
M	IRENA (CONT'D)	I had no idea you liked Shakespeare so much, Mr. Walter.
M	WILL	My mother was the one. She liked Shakespeare... Good night, Walter, hone-ee. She heads out. Will gently takes his father's arm.
M	I WILL	Come on, Dad.
M	WILL	Remember I told you we were using Basic Fibroblast Growth Factors on the apes? Well the therapy seems to be working. We've seen definite signs of adult brain neurogenesis. Walter holds up his arms for Will to slide on the pajama top.
M	WILL (CONT'D)	Board of Directors is coming in a couple weeks to talk about Phase 2 - that's clinical trials. Walter gives no hint he's even listening, much less
M	WILL (CONT'D)	Human trials, Dad. Soon.
M	WALTER	I rather tell that what is to be feared than what I fear: for always... I am Caesar... There's no way to reach him tonight. Still Will tries..
M	WILL	I'm going to make you better - I swear it. His father looks at him. A moment of recognition?
M	WALTER	John... ? No, Dad, it's me. Will. Will helps the old man under the bedcovers.
M	WILL (CONT'D)	John's gone. He moves to the door, pausing to take in the diplomas on the Will looks at his father lying there on his back, staring up
M	FRANKLIN	Good morning, Felix. Bam Bam. Monty. Hey - what's the matter, don't like my cooking? He pauses in front of Bright Eyes, huddled at the back of her
M	FRANKLIN (CONT'D)	You okay back there?
F	CAROLINE	Something wrong with Bright Eyes?
M	FRANKLIN	I'll check on her when we're done. Franklin unlocks a cage and leads a CHIMP - LUCKY - into the From Bright Eyes' vantage point she can see through the open
M	JACOBS	You could at least try to look excited. Will's too nervous to look excited. He eyes the FOUR SUITS
M	WILL	I'm not good with this stuff. Jacobs puts a hand on Will's back, leads him inside.
M	JACOBS	You'll do fine. Just speak English. Keep the science simple.
F	CAROLINE	Okay. Back it out...
M	DONNIE	Your turn. Bright Eyes RUSHES FORWARD, HER HANDS GRIPPING THE BARS SO
M	DONNIE (CONT'D)	C'mon - Let go - She understands what he wants but she won't do it. THAT'S
M	DONNIE (CONT'D)	Hey! Something's wrong with number four! Franklin looks over - he's still dealing with Lucky on the
M	FRANKLIN	Be right over - Donnie looks closely at Bright Eyes. There's something
M	DONNIE	What's the matter with you? Alzheimer's affects the entire neocortex, the hippocampus, and large subcortical regions of the brain...
M	DONNIE	Now Donnie's smashed up against the bars. Hard. The other Donnie hasn't panicked quite yet, but he's about to.
M	DONNIE (CONT'D)	Someone get her off of me!
F	CAROLINE	Hang on - Franklin struggles to hold onto Lucky as Caroline hurries
M	WILL	In the past, it's been impossible to target specific areas, both because of the Blood Brain Barrier - Jacobs stands, interrupting Will.
M	JACOBS	What Dr. Rodman has done is to invent a virus that can, for the first time, cross the membrane that protects the brain and deliver a genetic, therapeutic, payload.
M	WILL	This 'payload' would directly affect the areas of memory, higher function - and, of course, the motherlode: intelligence. The board members stare, trying to comprehend.
M	BOARD MEMBER	Meaning?
M	WILL	Meaning. If Phase 2 goes as planned, we're looking at a cure for Alzheimer's. With an elbow prompting from Jacobs, Will takes a SAMPLE VIAL
M	DONNIE	She's breaking my hand!
F	CAROLINE	Let go, Bright Eyes! You're hurting him! She tries to help pull Donnie away.
M	CAROLINE (CONT'D)	Let go! In the next room Franklin's having troubles of his own.
