M	CHARACTER	DIALOGUE
F	RENTON	
F	RENTON	
F	RENTON	
F	RENTON	heroin?
F	RENTON	Take the best orgasm you ever had, multiply it by a thousand and you're still nowhere near it. When you're on junk you have only one worry: scoring. When you're off it you are suddenly obliged to worry about all sorts of other shite. Got no money: can't get pished. Got money: drinking too much. Can't get a bird: no chance of a ride. Got a bird: too much hassle. You have to worry about bills, about food, about some football team that never fucking winds, about human relationships and all the things that really don't matter when you've got a sincere and truthful junk habit. sense, with all the presence of someone like Cooper or Lancaster,
F	RENTON	with that filth.
F	RENTON	
F	RENTON	
F	RENTON	Relinquishing junk. Stage One: preparation. For this you will need: one room which you will not leave; one mattress; tomato soup, ten tins of; mushroom soup, eight tins of, for consumption
F	RENTON	up my arse.
F	RENTON	
F	RENTON	
F	RENTON	awful: they reminded me so much of myself I could hardly bear to look at them. Take Sick Boy, for instance, he came off junk at the same time as me, not because he wanted too, you understand, but just to annoy me, just to show me how easily he could do it, thereby downgrading my own struggle. Sneaky fucker, don't you think? And when all I wanted to do was lie along and feel sorry for myself, he insisted on telling me once again about his unifying theory of life. actually just shite. trajectory.
F	RENTON	So we all get old and then we can't hack it any more. Is that it?
F	RENTON	footballer. sniff it, smoke it, swallow it, stick it up my arse and inject it unless you count social security scams and shoplifting, I haven't wouldn't have heard of it so I put the Royal Edinburgh College instead, because they're both schools, right, and we're all in this together, and I wanted to put across the general idea rather what's the point? Like which school? Does it matter? Why? When? Where? Or how many O grades did I get? Could be six, could be one, but that's not important. What's important is that I am, right? That I am. obviously I am. Here, that is. I hope I'm not talking too much. I don't usually. I think it's all important though, isn't it? over the score, like one time when we -- me and him -- were having right -- bothered, but I have a good feeling about this interview. Seems to
F	RENTON	proper.
M	BEGBIE	Newman by the way. I'm giving the boy here the tanning of a lifetime. So anyway, it comes to the final ball, the deciding shot to say, 'Come ahead, square go.' Well, you know me, I'm no looking for trouble but at the end of the day I'm the cunt with the pool cue and I'm game for a swedge. So I squared up, casual like. So
F	RENTON	the truth from Tommy. It was one of his major weaknesses: he never
M	TOMMY	ball. I'm doing my best to lose, trying to humour him, like, but it's not doing any good: every time I touch the ball I pot something, every time Begbie goes near the table he fucks it up. black, pressure shot, and it all goes wrong, big time. What does he do? Picks on this specky wee gadge at the bar and accuses him going to chib him, I tell you, then I thought he was going to do me. The Beggar is fucking psycho, but he's a mate, you know, so what can you do?
F	RENTON	involved. Begbie didn't do drugs either, he just did people. That what he got off on: his own sensory addiction.
F	RENTON	that something important was missing from my life. defined from then on in.
F	RENTON	
F	RENTON	situation. I thought to myself: she's special. girls, am I right? The truth is that you're a quite, sensitive type but if I'm prepared to take a chance I might just get to know the inner you: witty, adventurous, passionate, loving, loyal, a little bit crazy, a little bit bad, but, hey, don't us girls just love that? against Holland in 1978. MAN RENTON WOMAN
M	SPUD	guess this means I'll never get to have sex with Gail.
F	DIANE	don't see why not. DIANE DIANE doing smack. could be doing. SICK BOY TOMMY TOMMY opens a can. TOMMY English, but I don't. They're just wankers. We, on the other hand, any fucking difference. or around this time, we made a healthy, informed, democratic decision to
M	hands over money to Swanney.	then begins cooking up. present and cooking or shooting up are Spud, Swanney, Allison and Baby, RENTON SICK BOY lie the drugged forms of Renton, Sick Boy and Allison and Baby. TOMMY adult. I want to find out for myself. got the money. produces ten pounds from his pocket. least you know where you are with a woman like that. Not much to
