M	CHARACTER	DIALOGUE
M	AUTOMATED VOICE	Thank you for your patience. Your call is important to us. We will be with you shortly. On the desk in front of her is a brand new laptop computer; Thank you for your patience. Your call is important to us. We will be with you shortly. Evelyn's patience is strained nonetheless. She taps her Thank you for your patience. Your call is - A slightly-accented voice finally interrupts.
M	FEMALE VOICE	Mrs Greenslade, thank you for Yes, now if you could stay on the phone for a moment and talk to me, just talk to me. I'm not even clear, I don't actually understand what it is I'm trying to order. Is wireless the same as wi-fi? And what do either of them have to do with broadband?
M	FEMALE VOICE	Mrs Greenslade, since the account is not in your name, before we can make any changes we need to speak to the account holder. Can I please talk to the account holder?
F	EVELYN	What?
M	FEMALE VOICE	I'm asking if I can speak to the account holder. Before we can make any changes -
F	EVELYN	You can't talk to him, no. He's dead. He died. There's only me.
M	GILES	We're late.
F	GRAHAM	Bloody retirement parties. Hard cheese, soft wine, and endless speeches. Why do people do that? No one ever said about any kind of party: it was a wonderful occasion, just a shame that the speeches were so short.
M	GILES	it'll be you one day.
F	GRAHAM	One day very soon.
M	GILES	You've been saying that for years. They walk into a large room, full of lawyers.
M	JUDGE	An occasion such as this leads one to cast ones mind back to the days when I first entered my pupillage. I had the very good fortune of serving as a junior to Mr Justice Stancombe Graham's not listening any more. He's looking around the
M	JUDGE (CONT'D)	. the unwelcome news that I would transfer Chambers, bringing to mind the old adage a fronte praecipitium, a tergo 1upi Everything seems to slow down, the judge's mouth moving
F	GRAHAM	This is the day. Everyone looks round at him. He's almost as surprised as
M	GILES	Graham?
F	GRAHAM	This is the day. He turns and walks out. The Head Nurse, KAREN, rushes past.
F	MURIEL	Listen, young lady. I want a cup of tea, and I want it now.
M	KAREN	The trolley will be along shortly.
F	MURIEL	How hard d'you have to fall down before you get some proper attention? Hours I've been lying here, and not a single doctor has come to see me. 3A.
M	KAREN	Now that's not quite true, is it Mrs Donnelly? A doctor did try and examine you, and you sent him away.
F	MURIEL	That one? She looks up to the far end of the ward, where a doctor is
F	MURIEL	He can wash all he likes, that colour's not coming out. I want an English doctor.
M	KAREN	An English doctor? Why didn't you say so? I'll get one right away. She goes away, comes back moments later with a tall,
M	KAREN (CONT'D)	This is Dr Ghujarapartidar. And this is Mrs Donnelly. A mobility scooter carrying an elderly resident trundles
M	ESTATE AGENT (O.S.)	.. with an unlimited range of leisure opportunities just a stone's throw away...
M	EVAN	So as I say, what you're looking at here is very competitively priced, you can't get better value for your grey pound. Another little feature, not necessary right now, but give it a couple of years . rails on the walls to help you get around, and down here, a panic button in case of a sudden fall, brings the Warden running.
F	JEAN	What if we fell somewhere else?
M	EVAN	Sorry?
F	JEAN	It's just that we might not manage to plan our sudden fall in the exact corner where the button is.
M	EVAN	Yeah. As I say -
F	JEAN	And would it be possible to get the rail to go through the middle of the room as well?
F	JEAN	To help us get across, not just around? Could we have a moment, please? Thanks. Thanks so much. Evan goes.
F	JEAN	Thirty years in the Civil Service and this is all we can afford?
M	DOUGLAS	Would it help if I apologized again?
F	JEAN	No. But try it anyway.
F	JUDITH	And then after that I worked as a systems analyst for a few years but I just found it so dull, what I really wanted was to do something that was more creative, that matched my ... I'm sorry. On the form they asked for our age bracket, and the age we wanted to meet . and in both cases I ticked 35-45. Now we see the man she's talking to. It's NORMAN. He's
M	NORMAN	That's right, yes. So did I. They're at a speed dating evening. Numbered tables, etc.
M	NORMAN (CONT'D)	Anyway, don't stop. Something
F	JUDITH	How old are you?
M	NORMAN	Early 40's.
