M	CHARACTER	DIALOGUE
M	DJANGO	Amongst many other shoulders and heads, sees through the bars of the with what seems like a one hundred and fifty Slaves in a cell designed
M	DJANGO	is moved into a line of SLAVES (The Black Men), and their MASTERS A SLAVE (ROBBIE), stand on the auction block in view of the room full
M	DJANGO	takes in the environment around him. Django has never cared for white His heart fills with poison.
M	BACK TO DJANGO	walking in Leg Irons with his six Other Companions, walking across the
M	THE OPENING CREDIT SEQUENCE	end. It's a very pitch black night, with only a few stars in the.sky to The Slaves shiver from the cold on their shirtless backs, both Speck
M	WHEN...	.A SOUND and a SMALL LIGHT appears ahead of them on the road. This carrying a dressed in grey Rider, CLIP-CLOPS from the background to the
M	THE RIDER	appears to be a tenderfoot, due to his style of dress. A long grey
M	DICKY SPECK	Who's that stumblin around in the dark? State your business, or prepare to get winged!
M	THE RIDER	Calm yourselves gentlemen, I mean you no harm. I'm simply a fellow weary traveler. The Rider dressed in business grey pulls his horse to a stop in front
M	THE RIDER	Good cold evening gentlemen. Good evening-I'm looking for a pair of slave traders that go by the'name of The Speck Brothers. Might that be you?
M	ACE SPECK	Who wants to. know?
M	THE RIDER	I do. I'm Dr. King Schultz, and this is my horse, Fritz. Fritz, does a little bow with his head, a neat trick the doctor taught
M	DICKY SPECK	You a doctor? Dr.SCHULTZ Affirmative.
M	DICKY SPECK	What kinda doctor? Dr.SCHULTZ Dentist. Are you The Speck Brothers, and did you purchase those men at The Greenville.Slave Auction?
M	ACE SPECK	So what? Dr.SCHULTZ So, I wish to parley with you.
M	ACE SPECK	Speak English! Dr.SCHULTZ Oh, I'm sorry. Please forgive me, it is a second language. Amongst your inventory, I've been led to believe, is a specimen I'm keen to acquire. Hello you poor devils. Is there one among you, who was formerly a resident of The Carrucan Plantation? Since Roy in lead position is the one holding the lantern, the second
M	DJANGO'S VOICE (OS)	I'm from The Carrucan Plantation. Dr.Schultz moves Fritz forward towards the darkness, raises his Dr.SCHULTZ Splendid! And what's your name young, man?
M	DJANGO	Django. Dr.SCHULTZ Wunderbar! You're exactly the one I'm looking for. So tell me Django - by the way that's a amazing name - during your time at the Carrucan Plantation, did you come to know three overseers by the name of The Brittle Brothers? Django nods his head, yes. Dr.Schultz is delighted. Dr.SCHULTZ Big John, Ellis, and little brother Raj?
M	DJANGO	Dem da Brittle Brothers. Dr.SCHULTZ So Django, do you think you could recognize - ï¿½. The Speck Brothers have been watching this tenderfoot engage their
M	ACE SPECK	Hey, stop talkin' to him like that! Dr.SCHULTZ Like what?
M	ACE SPEC	Like that! Dr.SCHULTZ My good man, I'm simply trying to ascertain
M	ACE SPECK	Speak English, goddamit! Dr.SCHULTZ Everybody calm down! I'm simply a customer trying to conduct a transaction.
M	ACE SPECK	I don't care, no sale. Now off wit ya! Dr.SCHULTZ Don't be ridiculous, of course they're for sale. Ace raises his rifle towards the German.
M	ACE SPECK	Move it! Ace cocks back the rifle hammer. Dr.SCHULTZ My good man, did you simply get carried away with your dramatic gesture, or are you pointing that weapon at me with lethal intention...?
M	ACE SPECK	Last chance, fancy pants Dr.SCHULTZ - Very well - The doctor, throws his lantern to the ground, enveloping him in The next FLASH OF LIGHT we see is the good doctors PISTOL out of his Dr.SCHULTZ SHOOTS his HORSE in the head... .The Steed goes down taking Dicky with him... Dicky lets out a bitch like scream. The Slaves watch all this. They've never seen a white man kill another Dicky is pinned down under his ole paint. Sorry about putting a bullet in your beast. But I didn't want you to do anything rash before you had a moment to come to your senses. Dr.Sch.ultz LIGHTS the lantern, illuminating himself, as he stands over
M	DICKY SPECK	You goddamn son of a bitch, you killed Ace! Dr.SCHULTZ. I only shot your brother, once he threatened to shoot me. And I do believe I have ... .one, two, three, four, five, six, seven witnesses who can attest to that fact.
M	DICKY SPECK	My damn legs busted! Dr.SCHULTZ No doubt. Now, if you can keep your caterwauling down to a minimum, I'd like to finish my line of inquiry with young Django. As I was saying, if you were to see the Brittle Brothers again, would you recognize them?
M	DJANGO	Yes.
M	Dr.SCHULTZ	Now I'm sure. to you, all unshaven white men look alike. So Django, in a crowd of unshaven white men, can you honestly and positively point out The Brittle Brothers?
M	DJANGO SPAGHETTI WESTERN FLASHBACK	We're in his little shack at the Carrucan Plantation. It's PISSING RAIN
M	DJANGO	I can point 'em out. Dr.SCHULTZ Sold American! So Mr.Speck, how much for Django?
M	DICKY SPECK	I'm gonna lose this leg! Dr.SCHULTZ Yes, unless you find a talented physician very quickly, I'm afraid that will be the. end result. But back to business, how much do you want for Django?
M	DICKY SPECK	You go to hell! Dr.SCHULTZ Don't be silly. How much for Django?
M	DICKY SPECK	800 dollars! Dr.SCHULTZ Oh come now, I may not have the experience in the slave trade that you and your family does, but neither was I born yesterday. The. good doctor removes a pamphlet from his grey suit coat pocket. In this most helpful pamphlet that I picked up at The Greenville Slave Auction, it says that the going rate for African flesh' - in particularly a field nigger -_is sixty to eighty dollars. Now handsome no doubt as Django is, technically, he is a field. nigger. Which according to"this pamphlet here - and why would they lie - puts his price at eighty dollars. So in light of that, how bout a hundred and twenty five dollars for young Django here. Dr.Schultz removes his long billfold from his pocket, and takes out a Dr.SCHULTZ And since your late brother. won't be using it anymore, I'd like to purchase his nag. He removes a twenty dollar gold piece from his. pocket, and tosses it on Dr.SCHULTZ There you go Django,. Give your ankles a good rubbing, then get up on that horse. Also, if I was you, I'd take that winter coat the dear departed Speck left behind. Dr.SCHULTZ Mr.Speck, I am afraid I will require a bill of sale. Do you have one? Dicky just curses him. He says, removing a notebook from his pocket; Dr.SCHULTZ I thought not. No worries, I come prepared. This will serve nicely as a bill of sale. Django is spelled with a silent "D", is it not?
M	DJANGO	Huh? Dr.SCHULTZ Why not.. He writes it in his book with a silent "D", then stops to admire the Dr.SCHULTZ Yes, that does add a little character. The German dentist lowers himself by the Speck brother pinned down Dr.SCHULTZ If you'd be so kind Speck, as to make your mark here. The. Hillbilly spits in the German gentleman's face. The good doctor Dr.SCHULTZ Mr.Speck, I would like to say it was a pleasure doing business with you, but your customer service leaves a lot to be desired. The good doctor climbs back up on Fritz, and looks to the six Slaves, in Dr.SCHULTZ Now as to you poor devils. He tosses to Pudgy Ralph the keys to the shackles. Dr.SCHULTZ So as I.see it, when it comes to the subject of what to do next, you gentlemen have two choices. One, once I'm gone, you lift that beast off the remaining Speck, then carry him to the nearest town. Which would be at least thirty-seven miles back the way you came. Or ... .Two, you unshackle yourselves, take that rifle over there. . .put a bullet in his head, bury the two of them deep, and make your way to a more enlightened area of the country. The choice is yours. He's just about ready to ride off, when the good doctor adds; Oh, and on the off chance that there's any astronomy aficionados amongst you, the North Star is THAT ONE. Tata. He looks to Django, who doesn't know how to start his horse. Just give him a little kick. Django does, and the horse responds by moving. Dr.SCHULTZ See, it's not so difficult. Dr.SCHULTZ So, Django, what do you intend to name him?
M	DJANGO	Who? Dr.SCHULTZ Your horse?
M	DJANGO	What horse? Dr.SCHULTZ' The horse you're riding.
M	DJANGO	This ain't my horse. Dr.SCHULTZ Yes it is.
M	DJANGO	No it ain't, it's your horse. I'm just riding it. Dr.SCHULTZ Well, technically, yes - Wait a minute - technically not. If it's my horse, I can give it to you, and as of now, I'm doing such. Django, you're now the proud owner of a horse, congratulations.
M	DJANGO	I can't feed no horse. I can't put no horse up in no stable. Dr.SCHULTZ Don't worry about all that! They ride a bit longer in silence.. .the good doctor composes himself... So... . now that that's settled... . what do you intend to name it? Half the fun of having a horse is choosing his name. For instance my steed is named Fritz. He's stubborn, ornery, and prone to a bad disposition, but I couldn't do without him. Anyway, the name of one's steed, isn't something one does lightly. So once you've thought about it for awhile -
M	DJANGO	- Tony. Dr.SCHULTZ - Tony what?
M	DJANGO	- I dunno, Tony the horse. Dr.SCHULTZ Oh, you mean you want to name your horse Tony?
M	DJANGO	Yeah. That's what you jus' asked me, right? Dr.SCHULTZ When you're right you're right, indeed I did. Why Tony?
