M	CHARACTER	DIALOGUE
M	NARRATOR (V.O.)	Legend tells of a legendary warrior whose Kung Fu skills were the stuff of legend.
M	NARRATOR (V.O.) (CONT'D)	He traveled the land in search of worthy foes.
M	GANG BOSS	I see you like to CHEW! Maybe you should chew on my FIST!!
M	NARRATOR (V.O.)	The warrior said nothing for his mouth was full. Then, he swallowed.
M	NARRATOR (V.O.) (CONT'D)	And then, he spoke.
M	WARRIOR	Enough talk. Let's FIGHT! SHASHABOOEY!
M	NARRATOR (V.O.)	He was so deadly in fact that his enemies would go blind from overexposure to pure awesomeness.
M	NINJA CAT	MY EYES!
M	GATOR	HE'S TOO AWESOME!
M	SMITTEN BUNNY	And ATTRACTIVE!
M	GRATEFUL BUNNY	How can we repay you??
M	WARRIOR	There is no charge for awesomeness, or attractiveness.
M	WARRIOR	KABLOOEY!
M	NARRATOR (V.O.)	It mattered not how many foes he faced. They were no match for his bodacity.
M	NARRATOR (V.O.) (CONT'D)	Never before had a panda been so feared... and so loved. Even the most heroic heroes in all of China, the Furious Five, bowed in respect to this great master.
M	MONKEY	We should hang out.
M	WARRIOR	Agreed.
M	NARRATOR (V.O.)	But hanging out would have to wait. `Cause when you're facing the ten thousand demons of Demon Mountain, there's only one thing that matters. And that's--
M	MONKEY	Po! Get up!
F	TIGRESS	You'll be late for work!
M	PO	Whu?
M	PO'S DAD (O.S.)	Po! Get up!
M	PO'S DAD (O.S.) (CONT'D)	Po! What are you doing up there?
M	PO	Uh, nothing!
M	PO (CONT'D)	Monkey! Mantis! Crane! Viper! Tigress! Rowrrrr...
M	PO'S DAD (O.S.)	Po! Let's go! You're late for work!
M	PO	Coming!
M	PO	Sorry, Dad.
M	PO'S DAD	Sorry doesn't make the noodles. What were you doing up there? All that noise.
M	PO	Oh, nothing. Just had a crazy dream.
M	PO'S DAD	About what?
M	PO	Huh?
M	PO'S DAD	The dream. What were you dreaming about?
M	PO	What was I... eh, I was dreaming about uh... heh...
M	PO (CONT'D)	Noodles.
M	PO'S DAD	Noodles. You were really dreaming about noodles?
M	PO	Uh, yeah. What else would I be dreaming about?
M	PO (CONT'D)	Careful, that soup is... sharp!
M	PO'S DAD	Oh, happy day! My son, finally having the noodle dream!
M	PO'S DAD (CONT'D)	You don't know how long I have been waiting for this moment.
M	PO'S DAD (CONT'D)	This is a sign, Po!
M	PO	Uh...a sign of what?
M	PO'S DAD	You are almost ready to be entrusted with the secret ingredient of my "Secret Ingredient Soup." And then you will fulfill your destiny and take over the restaurant, just as I took it over from my father, who took it over from his father, who won it from a friend in a game of mahjong.
M	PO	Dad Dad Dad, it was just a dream.
M	PO'S DAD	No, it was the dream. We are noodle folk. Broth runs through our veins.
M	PO	But Dad, didn't you ever, I dunno, want to do something else? Something besides noodles?
M	PO'S DAD	Actually... When I was young and crazy...
M	PO'S DAD (CONT'D)	I thought about running away and learning how to make tofu.
M	PO	So why didn't you?!
M	PO'S DAD	Oh, because it was a stupid dream. Can you imagine, me making tofu? No. We all have our place in this world. Mine is here. And yours is--
M	PO	I know. Is here.
M	PO'S DAD	No, it's at tables two, five, seven, and twelve.
M	PO'S DAD (CONT'D)	Service with a smile!
M	SHIFU	Well done, students... if you were trying to disappoint me.
M	SHIFU (CONT'D)	Tigress, you need more ferocity. Monkey, greater speed. Crane - height. Viper - subtlety. Mantis--
M	ZENG	Master Shifu!
M	SHIFU	What?!
M	ZENG	Aah! It's Master Oogway. He wants to see you.
M	SHIFU	Master Oogway? You summoned me.
M	SHIFU (CONT'D)	Is something wrong?
M	OOGWAY	Why must something be wrong for me to want to see my old friend?
M	SHIFU	So... nothing's wrong?
M	OOGWAY	Well, I didn't say that.
M	SHIFU	You were saying?
M	OOGWAY	I have had a vision... Tai Lung will return.
M	SHIFU	That is impossible. He is in prison.
M	OOGWAY	Nothing is impossible.
M	SHIFU	Zeng! Fly to Chogun Prison and tell them to double the guards, double their weapons. Double everything! Tai Lung does not leave that prison!
M	ZENG	Yes, Master Shifu.
M	OOGWAY	One often meets his destiny on the road he takes to avoid it.
M	SHIFU	We have to do something. We can't just let him march on the valley, and take his revenge! He'll, he'll--
M	OOGWAY	Your mind is like this water, my friend. When it is agitated, it becomes difficult to see. But if you allow it to settle, the answer becomes clear.
M	SHIFU	The Dragon Scroll...
M	OOGWAY	It is time.
M	SHIFU	But who? Who is worthy to be trusted with the secret to limitless power? To become...the Dragon Warrior?!
M	OOGWAY	I don't know.
M	PO	Oop...sorry.
M	ANGRY PATRON	Hey! Watch it, Po!
M	PO	Sorry. Suck it up.
M	DISGUSTED PATRON	Ugh!
M	PO	Oop! Sorry! A thousand pardons. What?! Master Oogway's choosing the Dragon Warrior! Today! Everyone! Everyone! Go! Get to the Jade Palace!
M	PO (CONT'D)	One of the Five is gonna get the Dragon Scroll! We've been waiting a thousand years for this! Just take the bowl!
M	PO (CONT'D)	This is the greatest day in Kung Fu history! Don't worry about it, just go!
M	PO'S DAD	Po! Where are you going?
M	PO	To the...Jade Palace?
M	PO'S DAD	But you're forgetting your noodle cart! The whole valley will be there, and you'll sell noodles to all of them.
M	PO	Selling noodles? But Dad, you know, I was kinda thinking maybe I...
M	PO'S DAD	Yeah?
M	PO	I was kinda thinking maybe I...
M	PO'S DAD	Uh huh?
M	PO	...Could also sell the bean buns. They are about to go bad.
M	PO'S DAD	That's my boy! I told you that dream was a sign!
M	PO	Yeah, ha ha, glad I had it.
M	BUNNY FAN #1	Yippee!
M	BUNNY FAN #2	I'm a Kung Fu warrior! Me too!
M	PO	Come on! Come on, ya-- Almost there...
M	PO (CONT'D)	What? No! Oh No!
M	KG SHAW	Sorry, Po.
M	JR SHAW	We'll bring you back a souvenir.
M	PO	No. I'll bring me back a souvenir.
M	SHIFU	It is an historic day, isn't it, Master Oogway?
M	OOGWAY	Yes, and one I feared I would not live to see. Are your students ready?
M	SHIFU	Yes, Master Oogway.
M	OOGWAY	Now know this, old friend. Whomever I choose will not only bring peace to the Valley, but also to you.
M	ANNOUNCER	Let the tournament begin!
M	PO	Yeah!
M	PO (CONT'D)	Oh no! No no no! Wait! I'm coming!
M	PO (CONT'D)	Hey! Open the door!
M	PO (CONT'D)	Let me in!
M	SHIFU	Citizens of the Valley of Peace! It is my great honor to present to you... Tigress! Viper! Crane! Monkey! Mantis! The Furious Five!
M	PO	The Furious Five!
M	SHIFU	Warriors prepare!
M	PO	Peeky-hole!
M	SHIFU	Ready for battle!
M	PO	Yeah! Woo! The Thousand Tongues of Fire!
M	PIG FAN	Whoa! Look at that.
M	PO	Hey, get out of the way! Ow...
M	SHIFU	And finally...Master Tigress!
M	SHIFU (O.S.) (CONT'D)	And believe me citizens, you have not seen anything yet!
M	PO	I KNOW!! Master Tigress! Face Iron Ox and his Blades of Death!
M	OOGWAY	I sense the Dragon Warrior is among us.
M	SHIFU	Citizens of the Valley of Peace! Master Oogway will now choose... the Dragon Warrior!
M	PO	Huh? Oh no! Wait!
M	PO (CONT'D)	Yeah! Po?!
M	PO'S DAD (CONT'D)	What are you doing?
M	PO	What does it look like I'm doing? Stop! Stop! I'm going to see the Dragon Warrior!
M	PO'S DAD	But I don't understand. You finally had the noodle dream.
M	PO	I lied. I don't dream about noodles, Dad! I love kung fuuuuuuuuuuuuuuuuu-
M	PO'S DAD	Come on, son. Let's get back to work.
M	PO	Okay.
M	PO'S DAD	Oh! Come back!
M	CROWD	Oooh! Aaahh!
M	PO	Uh oh...
M	PO	What's going on? Where...uh? What are you pointing--? Oh. Okay. Sorry. I just wanted to see who the Dragon Warrior was.
M	OOGWAY	How interesting.
F	TIGRESS	Master, are you pointing at...me?
M	OOGWAY	Him.
M	PO	Who--?
M	OOGWAY	You.
M	PO	Me?
M	OOGWAY	The universe has brought us the Dragon Warrior!
M	PO	What?
M	FURIOUS FIVE	What??
M	SHIFU	What??? WHAT????
M	SHIFU	Stop! Wait! Who told you to--?
M	SHIFU (CONT'D)	Master Oogway, wait! That flabby panda can't possibly be the answer to... our problem. You were about to point at Tigress. That thing fell in front of her. That was just an accident!
M	OOGWAY	There are no accidents.
F	TIGRESS	Forgive us, Master. We have failed you.
M	SHIFU	No. If the panda has not quit by morning, then I will have failed you.
M	ZENG	Wait wait wait! I bring a message from Master Shifu.
M	COMMANDER	What?!?! "Double the guard?! Extra precautions?! Your prison may not be adequate!"
M	COMMANDER (CONT'D)	You doubt my prison's security?
M	ZENG	Absolutely not. Shifu does. I'm just the messenger.
M	COMMANDER	I'll give you a message for your Master Shifu.
M	COMMANDER	Escape from Chogun Prison is impossible!
M	ZENG	Whoa.
M	COMMANDER	Impressive, isn't it?
M	ZENG	Yes, very impressive. It's VERY impressive.
M	COMMANDER	One way in, one way out, one thousand guards, and one prisoner.
M	ZENG	Yes, except that prisoner is Tai Lung...
M	COMMANDER	Take us down.
M	ZENG	What are you doing?!
M	ZENG (CONT'D)	Oh my...
M	COMMANDER	Behold, Tai Lung.
M	ZENG	I'll um...I'm just gonna wait right here.
M	COMMANDER	It's nothing to worry about. It's perfectly safe.
M	ZENG	Oof!
M	COMMANDER	Crossbows! At the ready!
M	ZENG	Crossbows?!
M	COMMANDER	Hey, tough guy, did you hear? Oogway's finally gonna give someone the Dragon Scroll and it's not gonna be you!
M	ZENG	What are you doing?! Don't get him mad.
M	COMMANDER	What's he gonna do about it? I've got him completely immobilized.
M	COMMANDER (CONT'D)	Awww. Did I step on the witty kitty's tail? Awww.
M	ZENG	I'm good. I've seen enough. I'm gonna tell Shifu he's got nothing to worry about.
M	COMMANDER	No, he doesn't.
M	ZENG	Okay, I'll tell him that. Can we please go now?
M	CROWD	Dragon Warrior! Dragon Warrior!
M	PO	Wait a second! Hello? Uh...I think there's been a slight mistake. Everyone seems to think that I'm, uh... Whoa. The Sacred Hall of Warriors. No way! Would you look at this place!
M	PO (CONT'D)	Master Flying Rhino's Armor! With authentic battle damage!
M	PO (CONT'D)	The Sword of Heroes! Said to be so sharp you can cut yourself just by looking-- OW! The Invisible Trident of Destiny!?
M	PO (CONT'D)	I've only seen paintings of that painting...
M	PO (CONT'D)	Nooo! Ohhhh!
M	PO (CONT'D)	The legendary Urn of Whispering Warriors! Said to contain the souls of the entire Tenshu army. Hellooo?
M	SHIFU	Have you finished sight-seeing?
M	PO	Sorry. I should've come to see you first.
M	SHIFU	My patience is wearing thin.
M	PO	Oh. Well, I mean, it's not like you were going anywhere.
M	SHIFU	Would you turn around?
M	PO	Sure. Hey, how's it going?
M	PO (CONT'D)	Now how do you get five thousand-- Master Shifu!
M	PO (CONT'D)	Someone...broke that. But I'm gonna fix it. Do you have some glue?
M	PO (CONT'D)	Ow! Ooh. Splinter.
M	SHIFU	So you're the legendary Dragon Warrior. Hmmm?
M	PO	Uh...I guess so?
M	SHIFU	Wrong! You are not the Dragon Warrior. You will never be the Dragon Warrior until you have learned the secret of the Dragon Scroll.
M	PO	Whoa. So how does this work? You have a ladder or trampoline or...?
M	SHIFU	You think it's that easy? That I am just going to hand you the secret to limitless power?
M	PO	No, I...
M	SHIFU	One must first master the highest level of kung fu. And that is clearly impossible if that one is someone like you.
M	PO	Someone like me?
M	SHIFU	Yes. Look at you...this fat butt.
M	SHIFU (CONT'D)	Flabby arms...
M	PO	Those are sensitive in the flabby parts.
M	SHIFU	And this ridiculous belly.
M	PO	Hey...
M	SHIFU	--and utter disregard for personal hygiene.
M	PO	Now wait a minute. That's a little uncalled-for.
M	SHIFU	Don't stand that close...I can smell your breath.
M	PO	Listen...Oogway said that I was the- The Wuxi Finger Hold?! Not the Wuxi Finger Hold!
M	SHIFU	Oh, you know this hold?
M	PO	DevelopedbyMasterWuxiInTheThirdDyna sty-- YES.
