M	CHARACTER	DIALOGUE
F	REPORTER	-- the Ring of the Fisherman, which bears the official papal seal and by Vatican law must be destroyed immediately following the Pope's death.
M	REPORTER (O.S.)	The Pope's Chamberlain, or "Camerlengo," then seals the papal apartments --- --- and Swiss Guard will remain posted outside the doors for at least nine days of mourning, a period known as tempe sede vacante, or ---
M	REPORTER (O.S.)	--- "the time of the empty throne."
F	VITTORIA	Somebody pulled us off the grid, Phillipe.
M	PHILLIPE	You hit 36kV down there yesterday. The whole synchrotron only loads 18.
F	VITTORIA	And the LEAR's specked up to 42. It's all approved by the Director, you want me to call him?
M	PHILLIPE	Waste of power, what're you extracting, still ten to the seventh APs a second? How long to produce a gram at that rate?
F	VITTORIA	About two billion years. At that rate.
M	PHILLIPE	Vittoria. Please don't blow us all to heaven.
M	REPORTER (O.S.)	Following the elegy Mass, the body of the pontiff, borne by the traditional twelve pall bearers will be sealed in a zinc crypt deep in the Vatican Grottoes along with the bodies of twenty-five other popes.
M	VOICE (O.S.)	Beam on beam collisions are active.
F	REPORTER	--- the Pope's elegy Mass, led by Cardinal Saverio Mortati, Dean of the College of Cardinals ---
F	VITTORIA	Power should be back five by five.
M	LEONARDO	It is, extraction's already started. We're in God's hands now.
M	REPORTER (O.S.)	The College of Cardinals will lock itself in the Sistine Chapel for Conclave literally, the word means "with key" -- the process by which the Church chooses a new leader for the world's one billion Catholics. A THOUSAND VOICES begin singing in St. Peter's, we go in close on
M	VINCENZO	Professor Langdon?
M	LANGDON	Swim might help your jet lag.
M	VINCENZO	I beg your pardon?
M	LANGDON	Bags under your eyes, up at five a.m., Italian accent... Do I hear Naples in those Rs?
M	VINCENZO	Claudio Vincenzo, Corpo della Gendarmeria Vaticano.
M	LANGDON	Vatican Police? I was expecting another letter. My request for access to the Archives?
M	LANGDON (cont'd)	Shouldn't you be in Rome? Busy time for you guys.
M	VINCENZO	In fact I was in New York, on vacation. I got a call in the middle of the night --- find Robert Langdon. A matter of great urgency.
M	LANGDON	Urgent Vatican business, involving me? I doubt that.
M	VINCENZO	They said to show you this.
M	LANGDON	llluminati?
M	VINCENZO	Yes, of course, but it couldn't be the llluminati as we knew them, they disappeared a hundred years ago.
M	LANGDON	Did they? Look at the paper.
M	VINCENZO	I've seen it.
M	LANGDON	Look again.
