M	CHARACTER	DIALOGUE
M	CASSIUS	Before we proceed any further, hear me speak -- You are all resolved rather to die than to famish? The others agree. They are not wild-eyed radicals. They are
M	CASSIUS	First, you know Caius Martius is chief enemy to the people. A voice from the back of the room:
M	TAMORA	Let us kill him. The others turn. Tamora, just entering, pulls off her coat,
M	TAMORA	And we'll have corn at our own price. Is it a verdict? Some are unsure. She is too extreme for some. We are accounted poor citizens, the patricians good The leanness that afflicts us, the object of our misery, our sufferance, is a gain to them. Let us revenge this with our sticks ere we become rakes! I speak this in hunger for bread, not in thirst for revenge. A woman, a YOUNG MOTHER, protests:
M	YOUNG MOTHER	Will you proceed especially against Caius Martius?
M	CASSIUS	Against him first. A COLLEGE PROFESSOR, speaks up:
M	COLLEGE PROFESSOR	Consider you what services he has done for his country? Very well, and could be content to give him good report for it -- but that he pays himself with being proud.
M	COLLEGE PROFESSOR	Nay, but speak not maliciously. She has over-played her hand. Pretends to back down:
M	TAMORA	I say unto you, what he hath done famously, he did it to that end... He did it to please his mother. Some laugh at her gossip. Then the TV image switches to a BREAKING NEWS update:
M	CASSIUS	Soft, who comes here?
M	COLLEGE PROFESSOR	Worthy Senator Menenius, one that hath always loved the people.
M	TAMORA	He's one honest enough; would all the rest were so. Why, masters, my good friends, mine honest neighbors, Will you undo yourselves? I tell you, friends, most charitable care Have the patricians of you, For your wants, Your suffering in this dearth, you may as
M	WELL	Strike at the heavens with your staves as
M	LIFT THEM	Against the Roman state--
M	TAMORA	Suffer us to famish, and their storehouses crammed with grain-- The others shush her. Alack, you are transported by calamity Thither where more attends you; and you
M	SLANDER	The helms of the state, who care for you like fathers, When you curse them as enemies-- Cassius mutes the TV. We see Senator Menenius continuing with
M	CASSIUS	Care for us? They never cared for us yet!
M	TAMORA	If the wars eat us not up, they will: and that's all the love they bear us. The others are growing increasingly restive -- shifting --
M	CASSIUS	Why stay we prating here?
M	TAMORA	No more talking on it! To the Capitol! Come! Come! They round a corner and suddenly stop-- For a formidable sight awaits them-
M	RIOT POLICE.	Rows of black uniforms. Full riot gear with plexiglass A few soldiers on horses as well. The crowd starts and shifts nervously, unsure how to proceed. military force? A long, tense beat. Then... One of the horsemen trots forward... He rides a beautiful white horse... It is CAIUS MARTIUS. (Soon to be given the honorary title His gaze is ice... A long beat... Then he dismounts... He slowly walks to the unruly mob... With no hesitation, unarmed... He stops before them... And speaks with absolute disdain.
M	MARTIUS	What's the matter, you dissentious rogues, That, rubbing the poor itch of your opinion, Make yourselves scabs? We have ever your good word. He that will give good words to thee will
M	FLATTER	Beneath abhorring. The crowd is hushed. Taking in his every word. We note a TV news crew has moved into position and is filming
M	MARTIUS	What would you have, you curs? He that trusts to you, Where he should find you lions, finds you
