M	CHARACTER	DIALOGUE
M	LAWSON	What's that? Unnn...sounds like... .the garbage men.
M	LAWSON	On Tuesday? Maybe they changed the schedule... Lawson listens to the noise as it APPROACHES, finally
M	LAWSON	Shit. Lawson flings the green plastic bags into two battered Wait a minute, wait a minute! The truck stops at the bottom of the driveway. Lawson
M	LAWSON	I was afraid you'd miss me --
M	REVERSE ANGLE 6	COOKE -- The man behind the truck -- pulls an Ingram
M	COOKE	Don't worry-we won't. And they cut Lawson down, the bullets raking across his
M	LONG SHOT 7	Lawson falls back, spread-eagled. The garbage cans,
M	FORRESTAL	You ain't seen nothin' yet. Cont. 8 Cont. CAMERA ADJUSTS TO SHOW us that Forrestal is just now
M	FORRESTAL	Hear that sound? American workmanship. You think the Japanese invented that? Bullshit We did...sure, we lost it for a while-but we got 'it back. Diaz gets into the car.
M	FORRESTAL	Sure, get in...comfy, right? I know what you're gonna say... it's cloth. But take it from me-you don't want leather, it's hot, it cracks, it's trouble. And look at the head room.. .you're not gonna have a problem... Diaz starts the engine.
M	FORRESTAL	Go ahead, start it up. Hear that? That's power-that's performance .that's -- Jesus Christ -- Forrestal has said this last because Diaz has thrown
M	FORRESTAL	Hey!
M	ANOTHER ANGLE 9	Diaz slams the car into forward, hits the accelerator mid-thirties, well muscled, BENNETT helps another
M	BENNETT	That's all for me, Les. Les nods. Bennett steps off the boat, crosses over
M	BENNETT'S BOAT	Bennett starts his boat, revs the throttle, then pulls The boat moves away from us, then WHOOM, the boat Then we SEE it: An 80's version of a log cabin...with as a giant FIGURE descends from the mountains behind as a shadow comes stealthily alongside the house and
M	MATRIX AND APPROACHING PERSON 18	Matrix doesn't turn or otherwise seem to see the other cracks.
M	B. A SQUIRREL	scampers away, startled.
M	C. SOME PEBBLES	roll away.
M	D. A GATE	responds with a faint creak while:
M	E. THE AXEHEAD	reflects a dull, indistinct figure approaching None of the above escapes matrix's eye...and then, at Matrix sweeps up the intruder-his eleven-year-old
F	JENNY	Dad... Dad... put me down. She tickles him back on his neck and ribs...he laughs,
F	MATRIX	I surrender, I surrender. He raises his hands, open, trusting. Instantly she
M	MATRIX 26-A	shows Jenny karate moves. She tries a move on him gives Jenny a piggyback ride over the bridge that
F	MATRIX	When I was a boy and rock and roll came to East Germany, the communists said it was subversive... .They were right... .What's in this?
F	JENNY	You don't want to know. Suddenly Matrix gets an odd look on his face ...he stands,
F	JENNY	What's wrong? He shushes her, puts his hand up to block the sun as he with U.S. Army markings, coming towards the house...
F	JENNY	You said you wouldn't go away again. You said you were through --
F	MATRIX	I'm not going anywhere. Cont. 30 Cont.
F	JENNY	Promise?
F	MATRIX	Promise.
M	THE COPTER 31	It lands. Three men get out. GENERAL FRANKLIN KIRBY is in the lead. He's in his early
M	KIRBY 32	Kirby approaches the cabin. John, come on out. It's Kirby.
F	MATRIX	I know. Startled, Kirby whirls to see Matrix standing behind him.
M	KIRBY	Silent and smooth...just like always. He smiles and he and Matrix come together and shake hands.
F	MATRIX	I better be. You taught me. He affectionately squeezes Kirby's shoulder.
M	KIRBY	I need to talk to your dad, Jenny.
F	JENNY	No way, Jose. Matrix gives her a sharp look and Jenny grudgingly goes 32 Cont.
M	KIRBY	Someone's killing your men. You gave them new identities...
M	KIRBY	There must have been a leak. Lawson, Forrestal... Bennett have all been hit.
F	MATRIX	Who's doing it? X
M	KIRBY	You've made enemies all over the X world, John. It could be the Syrians, the South Africans, the Russians-or a terrorist group. They're gonna find you. Matrix looks toward the cabin. Jenny is watching him
F	MATRIX	We were going to make a normal X life here...
M	KIRBY	You will...I promise. I'm going X into the city to coordinate with the Federal people. In the meantime, Jackson and Harris will stay with you. Matrix looks the two soldiers over.
F	MATRIX	They any good?
M	KIRBY	Real good... But not as good as you were. watches the chopper lift off and fly away. Jenny,
F	JENNY	Is it bad?
F	MATRIX	I'm not leaving you... if that's what you mean.
