M	CHARACTER	DIALOGUE
F	NORMA	Did you hear something?
M	ARTHUR	The doorbell.
F	NORMA	Are you sure that was the doorbell? From down below... the DOORBELL rings again.
M	ARTHUR	Yep. Norma retrieves her WATCH from the bedside table.
M	ARTHUR (CONT'D)	What time is it?
F	NORMA	Quarter 'til five. Norma gets out of bed and throws on her bathrobe. Through the PEEPHOLE... she glimpses a BLACK SEDAN idling in Someone has left a CARDBOARD BOX on the front step. It's She leans down and picks up the box, noticing that it has Norma looks down the quiet, empty street. She quickly closes
M	ARTHUR	What is it?
F	NORMA	Someone left a box.
M	ARTHUR	Who?
F	NORMA	I don't know. There was a car waiting... but they drove off. Norma hands the box to Arthur. He examines it.
M	MALE VOICE (O.S.)	Is that one of my Christmas presents? Their young son, WALTER LEWIS ( 9), is standing at the top of
M	WALTER	Should I close my eyes?
M	ARTHUR	Arthur opens the lid and sees that there are FOAM PEANUTS The box is made of WHITE OAK with a clear varnish. Mounted on
F	NORMA	Is there a note? Arthur reaches inside the box and retrieves a small WHITE
M	ARTHUR	It's for you, Norma. Norma opens the envelope and removes a folded piece of white Printed in elegant calligraphy is a single sentence:
F	NORMA	Mr. Steward will call upon you at 5 Do I know a Mr. Steward? Arthur yawns.
M	ARTHUR	I dunno. You tell us. The box sits on the table between them. Arthur opens up the newspaper. Arthur turns the page.
M	ARTHUR	What kind of car was it?
F	NORMA	I couldn't see. It was dark and 1 didn't have my contacts in.
M	WALTER	Why would they just drive off?
F	NORMA	I don't know. But the bus will be here if five minutes... so eat.
M	WALTER	Last day of school and now it starts to snow?!
F	NORMA	Put on your hat... A young girl, DANA ( 13) is waiting at the end of the
F	DANA	Hi Mrs. Lewis.
F	NORMA	Good morning, Dana. And please call me Norma. You're making me feel old.
M	WALTER	You are old!
F	NORMA	I'm thirty-one!
M	WALTER	To us that's old! You're a geezer!
F	NORMA	Well you'll be a geezer one day too, smarty-pants. Norma closes her eyes, taking in a breath of cold air.
M	WALTER	Why does the bus stop have to be at the end of our driveway? So I can watch my little Walter get on his bus... safe in one piece! Down the street, A SCHOOL BUS begins to crest the hill...
M	WALTER	Please. Go. Inside. You're embarrassing me.
F	NORMA	My love embarrasses you?
M	WALTER	Yes. Yes it does. She begins to walk down the sidewalk... taunting him as the
F	NORMA	What if I give little Walter a little kiss in front of all his friends on the school bus? Dana's eyes widen. A MISCHIEVOUS GRIN emerges from behind the
F	DANA	Do it! The bus is fast approaching... brakes squealing as it slows
M	WALTER	Don't come any closer! Norma gives him a big HUG and a KISS right as the bus doors Walter pushes away from her and stomps up onto the bus...
F	NORMA	Dana... you're baby-sitting for us tonight, right?
F	DANA	Eight o'clock?
F	NORMA	Eight o'clock.
F	DANA	Okay. Dana gets on the bus. BUD WALL (30s), the bus driver, smiles
F	NORMA	Bus-Driver Bud! Merry Christmas...
M	BUD	Our last day!
M	NORMAL	I know!
M	BUD	It'll all be over soon, Norma. He stares at her for a moment that is almost too long... then
M	ARTHUR	Do you realize that this is the first time in my life that I will be taking more than a week's vacation, June? Norma arrives in the kitchen. She now has a slight limp.
M	ARTHUR (CONT-D)	And enjoy it! Don't worry about the office!
F	NORMA	Rex Morgan... I need you back here no later than seven. Rehearsal dinner starts at eight. Arthur grabs his BRIEFCASE and a BASKETBALL.
M	ARTHUR	The Viking Squad has a game at four.
F	NORMA	Don't get stuck in Friday traffic...
M	ARTHUR	Okay June. He starts bouncing the ball on the kitchen floor.
F	NORMA	Not in the house!
M	ARTHUR	How's your foot?
F	NORMA	It's fine. She pushes him toward into the FAMILY ROOM... opening the They exit the house and the CAMERA drifts back toward the
