M	CHARACTER	DIALOGUE
M	MATT (V.O.)	My missionary ancestors came to the islands and told the Hawaiians to put on clothes, work hard, believe in Christ, and stop surfing and hula dancing. They made business deals along the way -- buying an island, or marrying a princess and inheriting her land. Now their descendants wear bikinis and running shorts, play beach volleyball and surf, and take up hula dancing. Hawai'i has always been a place of contradiction.
M	MATT (V.O.)	My friends on the mainland think just because I live in Hawai'i, I live in paradise. Like a permanent vacation -- we're all just out here drinking mai- tais, shaking our hips, and catching waves. Are they nuts? How can they possibly think our families are less screwed up, our heart attacks and cancers less fatal, our grief less devastating? Hell, I haven't been on a surfboard in fifteen years. The Descendants PINK Shooting Draft 4/11/10 Draft
M	MATT (V.O.)	For the last 23 days, I've been living in a "paradise" of IVs and urine bags and endotracheal tubes and six-month- old US magazines. Paradise. Paradise can go fuck itself.
M	MATT (V.O.) (CONT'D)	This is Elizabeth King, my wife. Twenty-three days ago she was launched from a powerboat during a race and hit her head, almost drowned. Now she's in a coma that scores 5 on the Glasgow scale and 3 on the Rancho Los Amigos scale, scores showing an extremely severe coma. Liz is very competitive. Whatever she does, she does to the fullest.
M	NEUROLOGIST	She reacts non-purposefully to stimuli in a non-specific manner, but occasionally her responses are specific, though inconsistent. Her reflexes are primitive and often the same, regardless of stimuli presented... It was exactly what Elizabeth used to accuse me of.
M	MATT (V.O.)	Twenty-three days in a coma, and any day now the doctors will give me their final verdict if she's going to come out of it or not. Then I have a decision to make. Wait, that's wrong. Liz has a living will. The Descendants PINK Shooting Draft 4/11/10 Draft Like always, she makes her own decisions. But I know she's going to pull through. Hi, Noe, what's up? Matt, you have a call from Scottie's teacher. She says it's urgent.
F	MATT	Yeah, sure. Put her on.
M	A SCRAPBOOK	shows PHOTOS OF ELIZABETH lying in her hospital bed. The
M	MS. HAYASHI	We just don't think these photographs are appropriate for Scottie to be sharing with her classmates. Some of them went home quite disturbed, and we got some angry calls from parents.
F	MATT	Yeah, she's sort of been going to town with the whole picture-taking thing, but I had no idea --
M	MS. HAYASHI	I can't tell you how my heart goes out to you and your family, but Scottie just hasn't been herself. Principal Cruz agrees with us that it maybe would be better for Scottie to remain at home with you during this difficult time.
